	batch4.sig126	batch4.sig127N	batch4.sig127C	batch4.sig128N	batch4.sig128C	batch4.sig129N	batch4.sig129C	batch4.sig130N	batch4.sig130C	batch4.sig131N	batch4.sig131C	batch5.sig126	batch5.sig127N	batch5.sig127C	batch5.sig128N	batch5.sig128C	batch5.sig129N	batch5.sig129C	batch5.sig130N	batch5.sig130C	batch5.sig131N	batch5.sig131C
tr|E9PU13|E9PU13_RAT	459801.048493842	448321.970284096	507851.619709932	466158.141497793	468958.20955258	476160.81202659	350822.186532975	438897.353448837	477136.467656331	466519.612987641	447844.017464106	428360.585041901	432955.009902149	430181.969233081	435068.1414932	458770.941560932	377446.217124986	417613.945180662	426769.768990665	394872.884811725	382133.46513945	416894.009709415
tr|A0A0G2JU91|A0A0G2JU91_RAT	147076.473916105	149137.850839065	138410.928030504	130154.663129692	133297.048112194	137130.580441222	146902.609212013	140707.744659434	141838.580026261	143727.984802673	136936.829566501	34414.9861665859	39575.9541561431	42296.0294141182	38470.0322096369	38496.681889622	42361.4918995485	36214.5902267692	42125.5660623025	37085.9602124977	41400.1641174726	40904.6900287959
sp|Q9Z1Z6|ILKAP_RAT	236221.505496364	238185.304895387	240167.151606811	253811.245648931	233308.081837181	254003.890804742	216604.034921134	213829.240630806	240636.740243788	234199.206131128	233026.229496614	239340.202568459	218459.761719591	210132.919339757	201259.078102382	227902.059842506	220305.223818707	213310.225130552	231218.126676865	242280.372217975	212276.151022948	214551.786461452
sp|P62944|AP2B1_RAT	8292200.1523781	7960163.7849817	8442500.07777914	8028432.38971705	8406455.17086267	8331655.41721998	8387390.1324969	8825035.02561971	8464531.19833454	8043225.2443951	8536311.42735278	4069426.11322417	4128636.89469077	4136216.81733548	4338414.6277959	4251638.6517633	4402587.01851283	4396567.85892615	4211814.34820609	4342598.28845155	4251182.3438568	4333072.81588747
tr|Q811X3|Q811X3_RAT	27043.1303732803	28183.8739266284	28015.5693200926	28089.2175984074	28479.1157410813	26119.0721600785	25982.644646059	28901.1908002312	32484.6299239842	27109.739782298	28617.6428685734	14421.8935952153	15199.5665301383	14779.6696185772	15070.2013443842	16385.2199617182	15204.0026121815	15791.2960212527	17556.00650008	17279.2011557557	17065.2094698614	16119.7618214208
tr|D4A832|D4A832_RAT	49219.2897829154	117714.062839041	65923.1368242203	91474.7298302034	41449.1720245621	66516.0349580227	78289.4834643691	42287.3122959699	59720.7757987781	65676.1052615823	64941.1506098442	64562.5640896708	64562.5640896708	64562.5640896708	64562.5640896708	64562.5640896708	64562.5640896708	64562.5640896708	64562.5640896708	64562.5640896708	64562.5640896708	64562.5640896708
cu|21604_6043|cu	148414.423636681	143103.39505589	151986.654947815	173229.919792462	133496.481613617	133959.718726619	176003.925004456	127005.585355352	143133.640897415	126488.786022056	156945.60631887	181158.264994453	194055.539766541	170677.412203333	181854.610191859	182903.362693157	235120.322857468	173689.015315413	180990.4595753	199365.889041483	201433.441758492	178235.391464245
tr|B2RYJ6|B2RYJ6_RAT	348491.048349949	353986.39975584	339318.05823331	340444.522814309	379067.081861327	423409.241414886	358148.034910398	372935.229076973	342011.417932534	338227.909063071	349785.08266801	274907.630176988	248146.288228316	268287.007395503	283908.94317794	277277.793454652	276678.331975075	254529.89983958	266412.491297396	274760.465331431	286236.420335599	254248.17961224
cu|21604_5207|cu	113927.511056229	100315.426767061	92749.5679340714	102205.594630105	105448.83215044	97856.8332116566	101986.290315143	106434.238502938	87983.5636785075	91068.7244458047	98969.018933246	77510.0874721964	71205.6660241355	82798.3899427898	83219.6807718104	74536.5979329588	74147.0054454394	83061.2765165559	76981.4420491601	86142.369174327	81843.6680484793	75936.2567881805
cu|21604_3323|cu	72120.5162397967	64734.0432707766	67225.3567303284	63419.5756912312	62495.8980652916	66543.8423541802	104522.24069312	98415.5151573494	68767.0595659308	65675.1640914087	76867.4259042607	198300.371653463	209824.548466652	120427.5786245	127000.87195626	193308.425858257	214930.037092265	190650.549525855	202858.057656186	142786.35668566	139233.941863478	159906.516874759
tr|Q5FVI5|Q5FVI5_RAT	82190.9566876311	76525.7702947563	88068.1094728937	91213.5500767374	97357.1020530183	105904.828345995	110682.762087991	87712.0153427976	99959.0630326847	107651.918052133	104797.048691079	59575.6083255137	57107.218547027	59247.9613543634	62521.4671547854	63351.8687613449	55662.8762419993	57981.131390151	58207.0133427608	59036.6828157324	66287.467490779	60483.3180301439
tr|F1M7E5|F1M7E5_RAT	74380.5620658419	72611.0332729566	74209.196802253	72644.6197658816	71108.5956327783	79271.9157095424	47283.6132702859	49591.7835419711	75654.3278778526	69553.0547897845	70027.5671993278	43323.816117943	42229.846134544	49691.878367126	42785.2213303385	45992.0435258583	42146.9529181195	46293.3103737792	48252.7976387507	44413.7566158065	44489.771058137	41820.9966931605
sp|P97697|IMPA1_RAT	2567911.43037164	2647022.24745751	2621725.34954514	2582961.36386239	2631399.43961833	2607617.71428265	2668607.37147556	2313966.70054963	2873147.42469541	2681558.13199396	2693018.67904268	1695533.48900718	1601673.7992241	1789349.95332485	1817461.98067428	1691895.45752477	1742092.85108384	1815247.95849416	1848800.34621423	1871313.86174025	1960598.45791711	1789067.18440664
sp|Q9WTW1|GRIP2_RAT	58351.9038545326	55964.8276995095	71153.3693736282	72013.6367192971	79547.278309062	69222.7065882355	58382.3551257261	84900.4210385299	66519.3211623527	64943.3006479118	68580.1822456137	26138.0648536183	23737.3166541712	34367.4531589722	29073.6957880797	27518.9522682946	27534.066045854	29408.6422490337	33825.8473310166	32182.4431546181	32627.0327304998	29829.5335864431
tr|D4ADZ2|D4ADZ2_RAT	99733.7186949023	107010.337191148	104355.664209326	104998.201942642	99267.4878894053	100265.204797871	94162.3430586268	92505.8482776658	96090.1913300381	102568.813825315	100928.8827862	71918.2508758716	70440.2953906361	72380.6546883567	71159.6507165836	75126.3975892228	75674.9735458946	73154.2784726901	71396.9278544774	74036.5838146898	74072.4050860483	73144.9639853478
tr|A0A0G2K9Z5|A0A0G2K9Z5_RAT	28956.0967261913	28956.0967261913	28956.0967261913	28956.0967261913	28956.0967261913	28956.0967261913	28956.0967261913	28956.0967261913	28956.0967261913	28956.0967261913	28956.0967261913	40096.0796808168	25992.1792608792	20515.1082772922	61873.2799379489	30945.1205147405	24660.5328196274	26251.6996291892	15654.9894988151	32081.6709811363	34788.5435153011	25902.7656448689
tr|D3ZSF0|D3ZSF0_RAT	75647.1583165355	77172.234112132	78451.1539011469	78594.6401520838	76148.6632975258	72132.1512130706	72220.0683455869	93792.4619958505	66563.3887655103	67785.8393467117	75178.9968935296	16608.6433302585	20547.1378746802	18922.937218471	22700.2988152701	18787.7351025561	18667.7584071793	23058.9724057055	23277.0221623011	19172.4956239488	16555.2827148356	23190.3393881304
tr|G3V629|G3V629_RAT	112141.493836745	108821.023194407	111523.354527317	107631.094541803	103569.77886502	113593.261944746	100014.486690895	100173.776542527	110249.905851932	109437.330323562	108899.798448402	105372.892505455	107581.338021844	109988.844825514	105296.034155323	106117.227425525	106250.688736325	109495.966155625	108275.805631177	109758.03738306	108764.468209228	112842.118355158
sp|Q9Z2P6|SNP29_RAT	672517.973092775	680002.286766775	612051.411702854	677683.125161774	611391.05721773	587702.236781172	634928.602050383	642940.015294483	592266.205236221	566307.643786002	600360.921224055	257751.779485083	237490.475082611	255445.623941668	248815.036523953	218575.399771129	238950.499732735	247481.496295241	231466.86095928	230908.925250744	220404.036672887	241030.893473589
sp|Q4V8A2|CDC27_RAT	166619.856818435	181605.668171424	171792.605339982	176268.111364949	171614.86267918	168212.754632602	172529.047723706	168685.011630726	166548.266160608	176606.817146852	172169.425958834	58958.9880204402	51284.0596080064	53219.8858466967	57920.2365038206	65327.1596864392	64409.5533065249	68993.8973905656	65585.0194044826	63230.7506838496	59280.8393994976	63323.7306246544
tr|D4A5C0|D4A5C0_RAT	33665.2468875269	36760.5121486778	29034.1873238274	36583.053114523	33643.9439235077	33959.5369280028	28671.1157479095	36040.0035940102	34440.3250533916	37132.7113874473	28671.4076626204	33358.4735732862	33358.4735732862	33358.4735732862	33358.4735732862	33358.4735732862	33358.4735732862	33358.4735732862	33358.4735732862	33358.4735732862	33358.4735732862	33358.4735732862
tr|D4A2F6|D4A2F6_RAT	145846.945325309	140674.971409085	141874.876352398	147904.981868468	149737.984272492	139201.689933364	159977.459701587	133137.382174626	145879.124522677	143570.51866736	150371.857138578	16557.6589980616	17810.7308878878	18458.2119990755	25373.2148787496	20854.1002303162	22259.7951232053	20662.6884343689	21669.9318284706	27429.430909259	19904.8004747229	24036.7265423532
tr|G3V6P6|G3V6P6_RAT	39685.7350407682	39685.7350407682	39685.7350407682	39685.7350407682	39685.7350407682	39685.7350407682	39685.7350407682	39685.7350407682	39685.7350407682	39685.7350407682	39685.7350407682	32961.2161066255	50756.5313328312	28164.7262336043	29765.2054235572	31290.1740363879	79159.7334714462	35901.0591441801	37616.3624353728	59654.7381165555	32868.341644109	41795.007216087
sp|Q5XFW2|TRUB2_RAT	72479.0043167742	88392.8150799999	55060.3385242425	75076.8063597143	89251.8393535897	68017.6020401242	82441.130181482	84498.671346951	62018.0301963465	93597.4924748427	113422.576685846	47334.9269008098	49122.1769343002	64036.810182568	61925.8025568912	61953.9376712162	60139.7046303198	57161.2380679985	52532.6307115491	42724.2703025103	60472.6930427463	86814.610971702
tr|D3ZDP9|D3ZDP9_RAT	38942.8503282249	35049.4159258507	38162.3977665453	37738.4470189256	35956.4743842759	42180.0528455111	32249.0651593884	40597.2831761457	37757.2228716382	34490.7960150347	43031.8454915672	31566.9196736145	31332.6790516318	34397.0299106584	30978.9006844751	56915.4431732693	29050.7037703993	33008.6777386909	33838.0710893063	42019.6780097675	25436.0019459851	32465.219409362
cu|21604_7130|cu	76950.1545361047	69791.5574946773	73474.502747185	68480.0495926378	65949.7058554922	66926.2058741491	44692.3709365307	69866.8429370939	76611.0062219986	61223.4620858208	68253.8692539329	64668.8398109059	69952.0210378374	74241.094638635	72237.0214488581	71347.599910992	63503.4466026445	70513.2303209953	71914.9854132156	52487.6196142722	50414.3506331789	73350.4514040258
tr|A0A0G2K6R4|A0A0G2K6R4_RAT	69569.9285435158	63749.409539732	73973.9814388573	67367.5463526685	65972.8284575733	64313.6510359337	55821.8347612493	79466.1539629636	66384.4877830444	67079.7978164721	60581.3926618788	78017.2343859013	84227.9105673823	79129.1410540868	74645.8562000845	76516.8728283991	70848.6403587224	77753.4812086055	79253.3211553889	66999.0233530758	73114.8168231021	73603.5653890327
sp|Q9ERQ6|CSPG5_RAT	763401.683868989	666844.564811802	598271.566022049	566392.072320893	588278.940365898	525141.085571286	698725.052539857	822482.665231163	526337.024871527	509725.089686088	608876.994896853	484667.941995131	514584.513513902	572132.654940393	566986.953505676	484205.505560369	686040.940445991	617388.387264248	536198.554892567	512254.811866054	501856.722223666	547460.748520055
tr|D4A7X9|D4A7X9_RAT	301444.752086035	265829.260556901	248652.295773815	258898.621967379	232511.89847585	235699.008383162	263147.85050513	315860.797733137	253976.395999935	257621.663740287	263520.532996236	115216.64812452	139618.375748548	130719.002995125	122971.427597435	129079.625169599	120372.735967714	120243.914463892	132706.32791593	125576.973927468	125047.479378117	133615.119292166
sp|P15304|LIPS_RAT	79106.8727991044	90902.2208796696	82406.0745503288	91375.621281207	85798.5344002258	94181.1969909139	88082.1074343075	89055.6924359631	88635.7807388414	87521.4949994278	89507.1152182447	86370.6658815245	87939.906302513	88562.8550743225	93304.2269757108	88996.1267677991	88759.9463272021	86213.1217425484	95297.540716204	91207.772084749	92455.7451205424	84634.3234158206
tr|B0K017|B0K017_RAT	297864.492875879	296900.604675634	303263.619910862	313633.234747332	297080.852807594	299871.941126434	333993.979496937	288089.884421369	317521.386608479	313476.257415836	297169.792916702	284114.447212736	263245.205054961	266275.26283872	265880.505676998	282271.308750544	298433.619519608	288089.587402087	273668.431717773	307105.758877064	303830.508553552	278224.165888367
tr|G3V9R7|G3V9R7_RAT	16010.7855129112	17031.9925046221	15384.5276053913	15324.0945072573	17410.8909884206	16921.9610537862	21925.9130217938	19079.7591384414	18328.5418477292	17183.6798239495	14757.3731236008	117361.438275171	133483.123925718	106214.668842913	126148.170077004	120095.444741194	113884.436928682	103860.861630395	130891.123364997	91245.5326952806	113422.186735142	118371.081959237
tr|D3ZPT1|D3ZPT1_RAT	31520.7656030723	29727.1523224299	29879.4194123011	29285.0463255181	35096.0851762296	34610.1426811918	31645.6814760081	26253.0433746394	31623.7876128766	37488.1565080538	30719.8269914147	22644.8529137566	24296.0783463874	24070.2100342067	22038.3416696357	25664.7561745278	27012.4104149143	23050.4182876514	21962.9712623043	26392.7820712242	26634.0108666276	25607.1454994715
tr|D4A5N7|D4A5N7_RAT	383310.110541715	343267.723558699	372569.253249673	341606.53939801	340643.212789991	267159.713304978	419210.301017916	321848.284983407	283388.241084599	297245.24851471	338880.526939363	373980.141527356	440300.329901711	368832.233533839	468075.87536219	325567.10515921	470605.258539611	348636.145748688	382243.08296763	334949.151423204	380699.890014654	313009.377902649
tr|D3ZQE8|D3ZQE8_RAT	234565.695016609	233578.416486612	249301.615426329	198909.779140991	217754.95557856	234526.368042627	147850.935722269	254144.785391638	236057.585495864	216166.327283721	216396.877873673	215964.954408759	204595.417772259	186638.420857501	195655.44166226	209287.581663979	170741.983636821	197388.791295294	201145.306627708	172086.711327493	172601.783990518	192423.02146897
sp|O09175|AMPB_RAT	1647479.24124687	1660850.8483405	1672595.04513625	1719819.68743873	1648066.50206339	1654526.32662903	1740937.30655481	1545529.6135126	1720526.77975862	1701201.97280611	1700424.44920869	1231907.91739914	1123063.30462747	1183432.32075017	1202630.6264571	1273815.77940244	1258782.18079052	1263012.33597541	1162407.34118713	1308017.38936657	1339201.53917586	1254917.67074222
tr|F1LZW6|F1LZW6_RAT	3241552.64531509	3695967.47378042	3716985.04906347	3425099.52525165	3220968.59861391	3749964.55225407	3598229.37654656	2822638.81723867	3690323.13341193	3775309.23274635	3545732.04699574	1194398.89621641	1258229.52351636	1101298.28514353	1178365.99886484	1112715.41330644	1077401.99814301	1076154.70211931	1143611.66631538	1160582.38117924	1056068.27237255	1130082.02482738
sp|Q99MG9|KCIP4_RAT	462036.609570768	393496.851253185	483760.766462193	428992.981258543	480202.13940792	479923.726743045	626603.356185034	488751.995031921	481614.264356261	441437.25582002	476010.536335051	372227.738422849	366665.499000101	333109.304141263	323405.390373494	307181.146194563	381269.329656211	390500.5524901	373266.931663108	387855.905780485	329256.423611179	351442.367363569
tr|F1M208|F1M208_RAT	1521859.3339094	1484951.78604138	1438375.44970319	1466726.43114655	1704974.13098352	1634663.25690109	1339222.88950719	1554440.63567046	1595358.26241495	1540427.01796435	1507491.7532835	665733.516704478	603356.055847926	631642.929019145	612621.900157769	646425.152340757	532270.267871789	694746.462916075	555285.706843705	439011.825466314	524322.828060082	607830.013677764
sp|B0BNM9|GLTP_RAT	858936.410941862	952925.303857259	1076337.68256528	994962.905980537	917971.461810681	883477.236111339	984626.828850279	900335.531888118	944440.662920643	877300.009404917	1033089.75976144	873178.096197556	1032604.30095921	1002890.90474819	1096732.94741328	1093908.16856446	1045103.82442058	921870.642595068	1100310.8670771	1217492.24029046	1244657.91444904	982289.198546301
